OSEBuildingID,BuildingType,NumberofBuildings,NumberofFloors,Latitude,Longitude,LargestPropertyUseType,PropertyGFATotal_avg,PropertyGFAParking_avg,PropertyGFABuilding(s)_avg,LargestPropertyUseTypeGFA_avg,SiteEnergyUse(kBtu)_avg,TotalGHGEmissions_avg,PropertyGFABuilding(s)_%,PropertyGFAParking_%,Dureedevie
300,SPS-District K-12,1.0,3.0,47.55237,-122.31391,Education,204961.0,0.0,204961.0,204961.0,8081347.5,214.065,1.0,0.0,9
302,NonResidential,1.0,1.0,47.63965,-122.3783,Other,76086.0,0.0,76086.0,77810.0,3085362.5,91.08,1.0,0.0,43
313,NonResidential,1.0,5.0,47.61972,-122.36033,Santé,190000.0,39000.0,151000.0,146741.0,24274094.0,516.26,0.79,0.21,89
314,NonResidential,1.0,4.0,47.6124,-122.35075,Hotel/Senior Care/Housing,122309.0,0.0,122309.0,122309.0,24757011.0,1018.9300000000001,1.0,0.0,55
315,Campus,4.0,3.0,47.61137,-122.34947,Other,215476.0,0.0,215476.0,217088.0,24697710.0,649.4749999999999,1.0,0.0,21
316,NonResidential,1.0,8.0,47.61069,-122.34653,Hotel/Senior Care/Housing,254273.0,38800.0,215473.0,277000.0,27223265.0,789.735,0.85,0.15,13
317,Nonresidential COS,1.0,2.0,47.60729,-122.34211,Loisirs,69400.0,0.0,69400.0,69400.0,15252364.5,303.455,1.0,0.0,36
318,NonResidential,1.0,1.0,47.6041,-122.33958,Nourriture,62900.0,0.0,62900.0,37594.5,8380569.0,294.14,1.0,0.0,116
319,NonResidential,1.0,4.0,47.60271,-122.33557,Office,48250.0,0.0,48250.0,33000.0,1376499.8125,44.769999999999996,1.0,0.0,102
320,NonResidential,1.0,4.0,47.59486,-122.32455,Non-Refrigerated Warehouse,203504.0,0.0,203504.0,159372.0,3782680.25,26.37,1.0,0.0,8
322,NonResidential,1.0,3.0,47.61757,-122.35122,Office,100734.0,26731.0,74003.0,100734.0,10030928.5,69.93,0.73,0.27,48
323,NonResidential,1.0,4.0,47.61703,-122.35012,Office,78670.0,18037.0,60633.0,62108.0,4918676.0,64.905,0.77,0.23,35
324,NonResidential,1.0,12.0,47.61619,-122.34599,Office,234000.0,21790.0,212210.0,174850.5,18918808.0,147.47,0.91,0.09,38
326,NonResidential,1.0,25.0,47.61217,-122.33694,Office,369996.0,0.0,369996.0,382169.5,24819005.0,173.025,1.0,0.0,27
327,NonResidential,1.0,10.0,47.61229,-122.33629,Commerce,693450.0,0.0,693450.0,361107.0,40248090.0,395.41999999999996,1.0,0.0,91
328,NonResidential,1.0,33.0,47.61316,-122.3343,Office,791396.0,0.0,791396.0,629566.5,40649750.0,297.655,1.0,0.0,40
329,NonResidential,1.0,23.0,47.61399,-122.33523,Office,747747.0,205076.0,542671.0,542461.0,31563245.0,366.96500000000003,0.73,0.27,16
330,NonResidential,1.0,10.0,47.61356,-122.33665,Office,63409.0,7757.0,55652.0,45260.0,3290738.0,161.27499999999998,0.88,0.12,90
331,NonResidential,1.0,17.0,47.61375,-122.33566,Office,204790.0,30000.0,174790.0,142034.0,7642967.0,97.575,0.85,0.15,86
332,NonResidential,1.0,5.0,47.61256,-122.33808,Office,73399.0,0.0,73399.0,51557.0,3706229.5,25.835,1.0,0.0,100
333,NonResidential,1.0,20.0,47.61391,-122.33725,Office,265851.0,32334.0,233517.0,226454.0,13788494.5,536.47,0.88,0.12,47
334,NonResidential,1.0,25.0,47.61578,-122.33726,Office,758043.0,228668.0,529375.0,582725.0,25829896.0,214.09,0.7,0.3,7
335,NonResidential,1.0,12.0,47.61641,-122.34112,Office,206000.0,0.0,206000.0,161000.0,8926778.5,225.13,1.0,0.0,48
336,NonResidential,1.0,36.0,47.61555,-122.33582,Office,824887.0,154972.0,669915.0,743562.0,38962390.0,271.625,0.81,0.19,7
337,NonResidential,1.0,16.0,47.61516,-122.33303,Office,480840.0,141600.0,339240.0,311736.0,17760466.0,129.8,0.71,0.29,26
338,NonResidential,1.0,11.0,47.61598,-122.33448,Other,299070.0,68432.0,230638.0,250000.0,63582010.0,1975.0100000000002,0.77,0.23,12
339,NonResidential,1.0,7.0,47.60266,-122.33332,Office,89550.0,0.0,89550.0,64712.0,4007632.875,51.135000000000005,1.0,0.0,116
340,NonResidential,1.0,6.0,47.60219,-122.33347,Office,89355.0,0.0,89355.0,82355.0,4460434.75,34.555,1.0,0.0,116
341,NonResidential,1.0,15.0,47.6036,-122.33288,Office,388934.0,0.0,388934.0,388934.0,19443257.0,211.01999999999998,1.0,0.0,94
342,NonResidential,1.0,22.0,47.60403,-122.33497,Office,384302.0,0.0,384302.0,348969.0,9962217.0,69.45,1.0,0.0,87
343,NonResidential,1.0,17.0,47.6037,-122.33447,Office,378525.0,84600.0,293925.0,236827.0,25191232.0,901.5550000000001,0.78,0.22,58
345,NonResidential,1.0,47.0,47.60505,-122.33427,Office,1323055.0,0.0,1323055.0,1011135.0,44879268.0,320.345,1.0,0.0,33
346,NonResidential,1.0,41.0,47.60567,-122.33511,Office,589921.0,129432.0,460489.0,477856.0,25405779.0,177.115,0.78,0.22,30
347,NonResidential,1.0,6.0,47.60542,-122.33588,Office,91091.0,1392.0,89699.0,89699.0,2104417.9375,52.775000000000006,0.98,0.02,66
348,NonResidential,1.0,8.0,47.60581,-122.33664,Office,157941.0,62993.0,94948.0,84838.0,3450403.75,24.055,0.6,0.4,48
349,NonResidential,1.0,29.0,47.60614,-122.33674,Office,635303.0,197231.0,438072.0,522667.0,18285995.0,139.53,0.69,0.31,25
350,NonResidential,1.0,6.0,47.60642,-122.33581,Office,172842.0,25920.0,146922.0,96100.0,41245790.0,360.77,0.85,0.15,58
351,NonResidential,1.0,34.0,47.60655,-122.33533,Office,776762.0,162604.0,614158.0,606050.0,31343854.0,223.99,0.79,0.21,36
352,NonResidential,1.0,14.0,47.60671,-122.33456,Office,186768.0,23775.0,162993.0,182540.0,9670707.5,218.51,0.87,0.13,44
353,NonResidential,1.0,49.0,47.60615,-122.33388,Office,1123435.0,368980.0,754455.0,808980.0,46155882.0,666.315,0.67,0.33,47
354,NonResidential,1.0,37.0,47.60549,-122.33319,Office,1052469.0,164420.0,888049.0,764305.5,41434718.0,288.86,0.84,0.16,14
355,NonResidential,1.0,42.0,47.60616,-122.33165,Office,617684.0,171500.0,446184.0,581558.0,53523492.0,497.83,0.72,0.28,43
356,NonResidential,1.0,8.0,47.60471,-122.33261,Office,201480.0,0.0,201480.0,161762.0,9328180.0,178.42,1.0,0.0,109
357,Nonresidential COS,1.0,63.0,47.60501,-122.32988,Office,1275187.0,159600.0,1115587.0,1189519.5,63145918.0,440.71500000000003,0.87,0.13,26
358,Nonresidential COS,1.0,14.0,47.60421,-122.32919,Office,310490.0,0.0,310490.0,269284.0,21475413.0,381.13,1.0,0.0,15
359,Nonresidential COS,1.0,8.0,47.60377,-122.32971,Office,199530.0,30660.0,168870.0,160418.0,13193614.5,299.45500000000004,0.85,0.15,13
360,NonResidential,1.0,13.0,47.60249,-122.32854,Office,372242.0,52703.0,319539.0,345890.5,14463599.0,225.195,0.86,0.14,10
361,NonResidential,1.0,7.0,47.60193,-122.32812,Office,114395.0,8296.0,106099.0,96582.0,2922599.375,69.67500000000001,0.93,0.07,107
363,NonResidential,1.0,2.0,47.66024,-122.31278,Commerce,89200.0,0.0,89200.0,89200.0,6375752.0,81.43,1.0,0.0,38
364,NonResidential,1.0,23.0,47.66072,-122.31466,Office,474546.0,0.0,474546.0,474546.0,28450436.0,198.34,1.0,0.0,45
365,NonResidential,1.0,5.0,47.6606,-122.31512,Data Center,36000.0,0.0,36000.0,36000.0,30038490.0,209.41,1.0,0.0,47
366,NonResidential,1.0,5.0,47.661,-122.31626,Office,99005.0,0.0,99005.0,79555.0,5271326.75,148.475,1.0,0.0,55
367,NonResidential,1.0,6.0,47.66065,-122.31689,Office,135051.0,44248.0,90803.0,95943.0,4225961.5,29.465,0.67,0.33,14
368,NonResidential,1.0,5.0,47.65999,-122.31741,Office,220649.0,82720.0,137929.0,145754.0,6672851.25,46.519999999999996,0.63,0.37,14
369,NonResidential,1.0,5.0,47.61591,-122.33238,Self-Storage Facility,93660.0,0.0,93660.0,93660.0,854784.9375,5.96,1.0,0.0,52
370,NonResidential,1.0,18.0,47.61597,-122.33086,Office,413715.0,64660.0,349055.0,348270.0,23702008.0,167.78,0.84,0.16,36
371,NonResidential,1.0,11.0,47.6177,-122.3306,Parking,381381.0,195621.0,185760.0,173506.0,9781213.0,73.045,0.49,0.51,16
372,NonResidential,1.0,20.0,47.61695,-122.32965,Office,497513.0,118744.0,378769.0,367623.0,26366361.0,193.375,0.76,0.24,28
373,NonResidential,1.0,24.0,47.61431,-122.34244,Office,543876.0,116721.0,427155.0,428442.5,25574053.0,178.285,0.79,0.21,37
374,NonResidential,1.0,4.0,47.6177,-122.3545,Laboratory,106772.0,38700.0,68072.0,42389.0,7611140.75,83.63,0.64,0.36,36
375,NonResidential,1.0,6.0,47.6182,-122.352,Office,396626.0,124216.0,272410.0,278634.5,20495663.0,142.885,0.69,0.31,34
376,NonResidential,1.0,6.0,47.61598,-122.34369,Office,287471.0,83591.0,203880.0,191814.0,13962018.0,116.59,0.71,0.29,14
377,NonResidential,1.0,3.0,47.61734,-122.34434,Office,192630.0,48512.0,144118.0,143761.5,5299064.5,41.43,0.75,0.25,69
379,NonResidential,1.0,8.0,47.6176,-122.35686,Office,253103.0,61986.0,191117.0,161217.5,26168685.0,182.435,0.76,0.24,32
381,NonResidential,1.0,1.0,47.7019,-122.36374,Commerce,60880.0,0.0,60880.0,61666.0,13807298.0,356.325,1.0,0.0,60
382,NonResidential,1.0,5.0,47.60227,-122.33202,Office,50176.0,0.0,50176.0,39699.0,2983314.375,23.03,1.0,0.0,116
383,NonResidential,1.0,42.0,47.60198,-122.33174,Office,304346.0,0.0,304346.0,261212.5,21435858.0,669.53,1.0,0.0,104
384,NonResidential,1.0,1.0,47.54066,-122.33023,Non-Refrigerated Warehouse,128800.0,0.0,128800.0,119200.0,1839338.25,80.67500000000001,1.0,0.0,39
385,NonResidential,1.0,8.0,47.60932,-122.33388,Office,321945.0,0.0,321945.0,166919.0,13201213.0,310.615,1.0,0.0,89
386,NonResidential,1.0,22.0,47.60842,-122.33305,Office,336330.0,0.0,336330.0,256299.0,19410513.0,555.325,1.0,0.0,52
387,NonResidential,1.0,21.0,47.60869,-122.33588,Office,298426.0,0.0,298426.0,286538.0,28862538.0,1086.495,1.0,0.0,56
388,NonResidential,1.0,42.0,47.60896,-122.33481,Office,635824.0,0.0,635824.0,718473.0,52621198.0,366.84000000000003,1.0,0.0,40
389,NonResidential,1.0,12.0,47.60804,-122.33391,Hotel/Senior Care/Housing,542305.0,0.0,542305.0,520102.5,60516160.0,2755.79,1.0,0.0,93
390,NonResidential,1.0,2.0,47.57936,-122.29744,Commerce,291940.0,0.0,291940.0,191940.0,11614978.0,155.11,1.0,0.0,36
391,NonResidential,1.0,1.0,47.52871,-122.29443,Non-Refrigerated Warehouse,88400.0,0.0,88400.0,33450.0,5427263.75,130.1,1.0,0.0,46
392,NonResidential,1.0,1.0,47.72912,-122.34677,Non-Refrigerated Warehouse,52311.0,0.0,52311.0,51116.0,1022049.9375,52.17,1.0,0.0,56
393,NonResidential,1.0,5.0,47.62323,-122.33028,Parking,141131.0,69710.0,71421.0,74831.0,2995019.5,20.880000000000003,0.51,0.49,7
394,NonResidential,1.0,5.0,47.62333,-122.3296,Office,176532.0,70067.0,106465.0,103494.0,6273262.5,43.735,0.6,0.4,15
395,NonResidential,1.0,1.0,47.65825,-122.3683,Non-Refrigerated Warehouse,52500.0,0.0,52500.0,49395.0,3702352.0,66.895,1.0,0.0,43
396,NonResidential,1.0,2.0,47.66587,-122.38476,Non-Refrigerated Warehouse,57300.0,0.0,57300.0,29001.0,4553935.5,155.2,1.0,0.0,57
398,NonResidential,1.0,6.0,47.61429,-122.35263,Office,350310.0,0.0,350310.0,305233.0,18344245.0,168.93,1.0,0.0,100
399,NonResidential,1.0,55.0,47.60723,-122.33611,Office,1400000.0,285000.0,1115000.0,1008028.0,52352356.0,579.255,0.8,0.2,28
400,NonResidential,1.0,6.0,47.60679898,-122.3371001,Office,98370.0,25920.0,72450.0,98370.0,6525887.0,47.24,0.74,0.26,109
401,NonResidential,1.0,21.0,47.60968,-122.33379,Hotel/Senior Care/Housing,305548.0,0.0,305548.0,310000.0,32932291.0,1451.275,1.0,0.0,86
402,NonResidential,1.0,46.0,47.61054,-122.33466,Office,1536606.0,512608.0,1023998.0,1002403.0,56210066.0,530.44,0.67,0.33,27
403,NonResidential,1.0,10.0,47.61003,-122.33452,Office,135918.0,0.0,135918.0,136523.5,6449140.25,192.775,1.0,0.0,58
404,NonResidential,1.0,4.0,47.61159,-122.33601,Commerce,79957.0,0.0,79957.0,35694.0,5466416.0,38.105000000000004,1.0,0.0,102
405,NonResidential,1.0,4.0,47.61166,-122.33528,Office,127268.0,0.0,127268.0,62512.0,7734969.75,143.195,1.0,0.0,95
406,NonResidential,1.0,29.0,47.61125,-122.33494,Office,500000.0,0.0,500000.0,418565.0,18999402.0,132.45,1.0,0.0,33
408,NonResidential,1.0,10.0,47.61005,-122.3361,Office,132326.0,0.0,132326.0,92006.0,6346880.0,68.83,1.0,0.0,90
409,NonResidential,1.0,6.0,47.61033,-122.3357,Office,109830.0,13200.0,96630.0,83485.0,7396117.75,51.56,0.88,0.12,32
410,NonResidential,1.0,19.0,47.60996,-122.33572,Hotel/Senior Care/Housing,332067.0,59280.0,272787.0,332067.0,36584282.0,1349.845,0.82,0.18,43
411,NonResidential,1.0,10.0,47.60991,-122.33687,Office,130513.0,0.0,130513.0,87391.0,11345850.0,292.42999999999995,1.0,0.0,106
412,NonResidential,1.0,8.0,47.60953,-122.33647,Office,60660.0,0.0,60660.0,41858.0,2731486.5,19.045,1.0,0.0,96
413,NonResidential,1.0,14.0,47.60902,-122.33674,Office,137350.0,0.0,137350.0,124508.0,6472227.25,207.525,1.0,0.0,87
414,NonResidential,1.0,15.0,47.60923,-122.33625,Office,151039.0,0.0,151039.0,125473.0,6336406.0,250.2,1.0,0.0,87
415,NonResidential,1.0,30.0,47.61022,-122.33745,Office,755000.0,134662.0,620338.0,643083.0,55675294.0,1017.14,0.82,0.18,31
416,NonResidential,1.0,4.0,47.60995,-122.33904,Office,63540.0,0.0,63540.0,56747.0,3758884.75,73.86500000000001,1.0,0.0,110
417,NonResidential,1.0,10.0,47.60987,-122.33824,Office,130893.0,0.0,130893.0,89356.0,7243476.5,50.5,1.0,0.0,89
418,NonResidential,1.0,5.0,47.60821,-122.33899,Office,79920.0,0.0,79920.0,39960.0,2965415.875,20.675,1.0,0.0,106
419,Campus,1.0,4.0,47.60881,-122.34119,Commerce,137400.0,0.0,137400.0,44078.0,14411944.5,206.495,1.0,0.0,108
420,NonResidential,1.0,6.0,47.61164,-122.33446,Parking,147852.0,86429.0,61423.0,64821.0,8938258.0,176.56,0.42,0.58,20
421,NonResidential,1.0,4.0,47.61185,-122.33421,Parking,267335.0,166960.0,100375.0,166960.0,7527623.75,149.135,0.38,0.62,20
422,NonResidential,1.0,56.0,47.61043,-122.33206,Office,1605578.0,389860.0,1215718.0,1314475.0,48930132.0,511.385,0.76,0.24,27
423,NonResidential,1.0,36.0,47.60967,-122.33229,Office,794592.0,0.0,794592.0,748011.0,26082566.0,213.05,1.0,0.0,36
424,NonResidential,1.0,21.0,47.60909,-122.33202,Office,456304.0,93204.0,363100.0,342952.0,19496137.0,135.915,0.8,0.2,45
425,NonResidential,1.0,12.0,47.61029,-122.34089,Office,115857.0,15140.0,100717.0,104788.0,5150437.25,35.91,0.87,0.13,30
426,NonResidential,1.0,4.0,47.61116,-122.34748,Office,87500.0,17500.0,70000.0,70090.0,4237849.0,29.545,0.8,0.2,17
427,NonResidential,1.0,11.0,47.6117,-122.34778,Office,374405.0,184776.0,189629.0,166612.0,12626978.5,88.025,0.51,0.49,18
428,NonResidential,1.0,12.0,47.61252,-122.34351,Other,193500.0,38000.0,155500.0,146689.0,14586002.5,101.685,0.8,0.2,31
429,NonResidential,1.0,11.0,47.61108,-122.34217,Office,102846.0,0.0,102846.0,93879.0,5006297.75,257.49,1.0,0.0,93
430,NonResidential,1.0,4.0,47.61304,-122.34059,Office,52800.0,0.0,52800.0,38880.0,2575487.5,48.575,1.0,0.0,91
432,Campus,3.0,10.0,47.61229,-122.33903,Parking,258497.0,0.0,258497.0,155000.0,22347270.0,411.705,1.0,0.0,103
433,NonResidential,1.0,8.0,47.61098,-122.33815,Commerce,861702.0,0.0,861702.0,699661.5,17155655.0,226.39499999999998,1.0,0.0,87
434,NonResidential,1.0,5.0,47.61,-122.32922,Other,206950.0,97400.0,109550.0,206950.0,19470216.0,248.62,0.53,0.47,17
435,NonResidential,1.0,6.0,47.61195,-122.33167,Convention Center,1400000.0,0.0,1400000.0,1072000.0,38582284.0,896.95,1.0,0.0,26
436,NonResidential,1.0,9.0,47.61048,-122.32837,Urgent Care/Clinic/Other Outpatient,46710.0,0.0,46710.0,46710.0,4212376.75,131.675,1.0,0.0,28
437,NonResidential,1.0,3.0,47.61048,-122.32837,Santé,266000.0,104000.0,162000.0,162000.0,14188779.5,215.495,0.61,0.39,71
438,NonResidential,1.0,14.0,47.60921,-122.32425,Santé,690158.0,407795.0,282363.0,270384.0,19998907.0,139.42000000000002,0.41,0.59,24
439,NonResidential,1.0,6.0,47.61915,-122.34857,Parking,378443.0,177660.0,200783.0,164332.0,56256326.0,465.38,0.53,0.47,15
440,NonResidential,1.0,6.0,47.61915,-122.34857,Parking,213834.0,104922.0,108912.0,104922.0,80027324.0,564.895,0.51,0.49,15
441,NonResidential,1.0,5.0,47.62036,-122.34588,Hotel/Senior Care/Housing,109017.0,29409.0,79608.0,64508.5,9746533.0,246.95499999999998,0.73,0.27,37
442,NonResidential,1.0,4.0,47.6214758,-122.3430502,Office,193788.0,37854.0,155934.0,138672.0,16760217.0,116.84,0.8,0.2,68
443,NonResidential,1.0,5.0,47.62177,-122.36158,Office,275734.0,38452.0,237282.0,229833.5,17859007.0,124.5,0.86,0.14,35
444,NonResidential,1.0,1.0,47.56064,-122.32522,Non-Refrigerated Warehouse,123061.0,0.0,123061.0,123061.0,1950312.3125,13.594999999999999,1.0,0.0,15
446,NonResidential,1.0,1.0,47.54868,-122.3255,Distribution Center,59090.0,0.0,59090.0,40272.0,2896893.375,124.83500000000001,1.0,0.0,53
447,NonResidential,1.0,1.0,47.5471,-122.32406,Non-Refrigerated Warehouse,106000.0,0.0,106000.0,106001.0,1060693.25,7.3950000000000005,1.0,0.0,53
449,NonResidential,1.0,3.0,47.63349,-122.32634,Office,150482.0,40341.0,110141.0,125779.0,17468761.0,213.39,0.73,0.27,54
451,NonResidential,1.0,1.0,47.53764,-122.3232,Distribution Center,119661.0,0.0,119661.0,118733.0,699954.59375,4.965,1.0,0.0,56
452,NonResidential,1.0,7.0,47.62958,-122.32826,Office,139200.0,44728.0,94472.0,82098.0,4592753.5,32.015,0.68,0.32,15
453,NonResidential,1.0,6.0,47.62566,-122.34287,Office,95721.0,33921.0,61800.0,95721.0,3064866.25,21.369999999999997,0.65,0.35,32
456,NonResidential,2.0,5.0,47.62929,-122.34194,Office,213283.0,115228.0,98055.0,105563.0,6024974.75,42.004999999999995,0.46,0.54,20
457,NonResidential,1.0,3.0,47.64776,-122.33924,Office,103697.0,47656.0,56041.0,63199.0,13322306.5,398.42,0.54,0.46,15
458,NonResidential,1.0,5.0,47.70105,-122.32659,Office,74880.0,0.0,74880.0,71751.0,4781582.25,33.335,1.0,0.0,42
459,NonResidential,1.0,6.0,47.69999,-122.32663,Office,88774.0,0.0,88774.0,85339.0,6043427.75,42.129999999999995,1.0,0.0,37
460,NonResidential,1.0,5.0,47.69917,-122.3268,Office,122250.0,0.0,122250.0,91281.0,5778840.0,40.285,1.0,0.0,33
461,NonResidential,1.0,4.0,47.70063,-122.32487,Office,53730.0,0.0,53730.0,53730.0,4793203.5,33.415000000000006,1.0,0.0,37
462,NonResidential,1.0,3.0,47.5671,-122.36416,Office,55593.0,0.0,55593.0,55593.0,4162339.75,90.86500000000001,1.0,0.0,56
463,NonResidential,1.0,4.0,47.62269,-122.33224,Office,134056.0,60960.0,73096.0,72066.0,4679769.0,32.625,0.55,0.45,34
464,NonResidential,1.0,1.0,47.5653,-122.33076,Commerce,158415.0,0.0,158415.0,158415.0,22879526.0,464.53999999999996,1.0,0.0,11
465,NonResidential,1.0,8.0,47.61907,-122.33651,Office,287819.0,0.0,287819.0,155985.0,48754360.0,350.04999999999995,1.0,0.0,87
466,NonResidential,1.0,8.0,47.60953,-122.32793,Urgent Care/Clinic/Other Outpatient,158738.0,0.0,158738.0,158738.0,64251380.0,1314.32,1.0,0.0,41
467,NonResidential,1.0,1.0,47.66057,-122.36857,Commerce,164437.0,0.0,164437.0,102653.0,18506318.0,325.405,1.0,0.0,17
468,NonResidential,1.0,5.0,47.62402,-122.33755,Office,184482.0,66234.0,118248.0,118016.0,5746110.5,40.815,0.64,0.36,7
469,NonResidential,1.0,3.0,47.62348,-122.33743,Laboratory,55200.0,0.0,55200.0,54880.0,11580122.0,261.935,1.0,0.0,88
470,NonResidential,1.0,4.0,47.62254,-122.33753,Laboratory,241159.0,111793.0,129366.0,176171.0,36948650.0,908.8199999999999,0.54,0.46,13
471,NonResidential,1.0,6.0,47.62286,-122.33804,Office,139282.0,52582.0,86700.0,79384.0,4252357.0,29.64,0.62,0.38,12
473,NonResidential,1.0,5.0,47.62383,-122.3356,Office,271071.0,98700.0,172371.0,168132.0,7878214.75,61.97,0.64,0.36,7
474,NonResidential,1.0,5.0,47.62572,-122.33389,Non-Refrigerated Warehouse,127800.0,0.0,127800.0,127800.0,2913820.0,33.575,1.0,0.0,102
475,NonResidential,1.0,5.0,47.62855,-122.33035,Office,560516.0,206597.0,353919.0,372503.0,30396998.0,629.47,0.63,0.37,14
476,NonResidential,1.0,6.0,47.62621,-122.33128,Office,226592.0,95000.0,131592.0,131592.0,11880438.0,89.785,0.58,0.42,15
477,Campus,1.0,5.0,47.62855,-122.33035,Other,535947.0,97641.5,438305.5,535947.0,133807652.0,4020.49,0.82,0.18,19
480,NonResidential,1.0,5.0,47.62121,-122.33885,Other,159700.0,50654.0,109046.0,72407.0,29245499.0,646.3050000000001,0.68,0.32,13
481,NonResidential,1.0,4.0,47.62137,-122.33744,Office,209816.0,73673.0,136143.0,113803.0,7148783.25,125.23,0.65,0.35,10
482,NonResidential,1.0,6.0,47.62131,-122.33814,Office,303103.0,109905.0,193198.0,178628.0,8104822.75,72.51,0.64,0.36,10
484,NonResidential,1.0,3.0,47.62002,-122.33687,Non-Refrigerated Warehouse,67380.0,0.0,67380.0,32681.0,2705316.5,70.35,1.0,0.0,62
487,NonResidential,1.0,4.0,47.62405,-122.34036,Laboratory,102235.0,0.0,102235.0,103135.0,24842794.0,600.0,1.0,0.0,53
488,NonResidential,1.0,5.0,47.62405,-122.34036,Laboratory,436497.0,153684.0,282813.0,175364.0,43365528.0,908.915,0.65,0.35,8
489,NonResidential,1.0,5.0,47.62115,-122.3597,Office,88062.0,20826.0,67236.0,65997.0,3366247.125,23.465,0.76,0.24,42
490,NonResidential,1.0,5.0,47.62224,-122.3585,Office,87178.0,20416.0,66762.0,67584.5,3663114.875,25.535,0.77,0.23,44
491,NonResidential,1.0,5.0,47.62224,-122.3585,Office,87178.0,20416.0,66762.0,68343.5,3544000.875,24.705,0.77,0.23,46
492,NonResidential,1.0,4.0,47.62003,-122.35706,Office,86995.0,28800.0,58195.0,58195.0,3075208.875,21.439999999999998,0.67,0.33,31
493,NonResidential,1.0,5.0,47.62014,-122.35768,Office,88000.0,21600.0,66400.0,70390.5,3308684.25,23.064999999999998,0.75,0.25,45
494,NonResidential,1.0,4.0,47.65821,-122.31831,Santé,196749.0,88405.0,108344.0,108344.0,19200943.0,485.48,0.55,0.45,28
495,NonResidential,1.0,4.0,47.65884,-122.3183,Santé,191276.0,95281.0,95995.0,95995.0,8876031.5,81.56,0.5,0.5,22
497,NonResidential,1.0,4.0,47.56885,-122.37121,Non-Refrigerated Warehouse,98475.0,0.0,98475.0,98475.0,1086513.8125,21.91,1.0,0.0,19
498,NonResidential,1.0,7.0,47.62667,-122.32965,Hospital (General Medical & Surgical),330532.5,150455.0,180077.5,215602.0,44613824.0,1108.89,0.54,0.46,16
499,NonResidential,1.0,3.0,47.57089656,-122.2974118,Office,76598.0,21410.0,55188.0,55188.0,4476997.0,134.69,0.72,0.28,7
500,NonResidential,1.0,2.0,47.7237,-122.29232,Commerce,276747.0,93939.0,182808.0,95943.5,14547973.0,284.63,0.66,0.34,21
503,NonResidential,1.0,1.0,47.56895,-122.33775,Commerce,63225.0,0.0,63225.0,63225.0,6571246.25,45.81,1.0,0.0,8
504,Nonresidential COS,1.0,1.0,47.56548,-122.35378,Office,113780.0,0.0,113780.0,91532.0,3577316.625,122.07,1.0,0.0,61
507,NonResidential,1.0,1.0,47.56419,-122.34262,Non-Refrigerated Warehouse,243044.0,0.0,243044.0,302890.0,1954200.625,67.735,1.0,0.0,17
508,NonResidential,1.0,3.0,47.64942,-122.35024,Parking,280252.0,156312.0,123940.0,156312.0,11859287.0,82.675,0.44,0.56,15
513,NonResidential,1.0,3.0,47.63549,-122.34103,Other,66462.0,12998.0,53464.0,72000.0,7993203.25,55.724999999999994,0.8,0.2,64
514,NonResidential,1.0,1.0,47.72053,-122.34739,Commerce,131387.0,0.0,131387.0,107931.0,8017395.0,98.745,1.0,0.0,19
515,NonResidential,1.0,3.0,47.72377,-122.34095,Non-Refrigerated Warehouse,94400.0,0.0,94400.0,67155.0,834339.25,12.445,1.0,0.0,17
516,NonResidential,6.0,1.0,47.72546,-122.34659,Commerce,111900.0,0.0,111900.0,124231.0,10689804.0,223.405,1.0,0.0,52
